"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.431760455E0,6.805939078E-1,-7.511718273E-1,-7.324810028E-1,1.250598097E0
2.439725542E0,7.432579994E-1,-8.944604397E-1,-5.219478607E-1,1.274724088E0
2.447751666E0,6.721785069E-1,-1.216720819E0,-2.908611298E-2,1.390352293E0
2.455716753E0,3.589315414E-1,-1.687186241E0,5.930290222E-1,1.824037468E0
2.463712359E0,1.326996386E-1,-2.284443140E0,1.475498199E0,2.722753127E0
2.471707964E0,-6.541252136E-3,-2.729636669E0,2.573616982E0,3.751594794E0
2.479703570E0,-9.178888798E-2,-2.996735334E0,3.448788643E0,4.569791130E0
2.487638140E0,-1.860262901E-1,-3.169470549E0,4.019950867E0,5.122514452E0
2.495664263E0,-3.756720126E-1,-3.242215872E0,4.139974594E0,5.271857629E0
2.503659869E0,-6.464785933E-1,-3.152419806E0,3.752099991E0,4.943069850E0
2.511655474E0,-6.539248824E-1,-2.842428207E0,2.932889938E0,4.136285684E0
2.519620562E0,-6.159507036E-1,-2.480760336E0,1.921295166E0,3.197646358E0
2.527646685E0,-5.473986268E-1,-2.083330393E0,8.287172318E-1,2.307960795E0
2.535642291E0,-3.720034361E-1,-1.752954721E0,-3.012018204E-1,1.817129425E0
2.543637896E0,-1.421033591E-1,-1.404971838E0,-1.370153427E0,1.967602512E0
2.551572466E0,2.759471536E-3,-1.149520874E0,-2.273476601E0,2.547567802E0
2.559598589E0,-4.662051797E-3,-9.622349739E-1,-3.017321587E0,3.167040801E0
2.567594195E0,-1.088730618E-2,-8.136451244E-1,-3.332694054E0,3.430595659E0
2.575528765E0,-4.709474742E-3,-7.652451992E-1,-3.172198772E0,3.263198959E0
2.583524371E0,9.289546311E-2,-8.714439869E-1,-2.654844761E0,2.795754799E0
2.591489458E0,4.147316515E-1,-1.096504211E0,-1.887222767E0,2.221696109E0
2.599515582E0,7.171257734E-1,-1.337830305E0,-1.308615685E0,2.004129315E0
2.607480669E0,1.008282185E0,-1.520884752E0,-8.582382202E-1,2.016505947E0
2.615476275E0,1.193084240E0,-1.712679386E0,-3.842315674E-1,2.122346480E0
2.623441363E0,1.040863276E0,-1.926395178E0,-7.763290405E-2,2.190986446E0
2.631436968E0,7.994771600E-1,-2.091765881E0,1.388120651E-1,2.243639235E0
2.639432574E0,6.694861054E-1,-2.155830860E0,3.683633804E-1,2.287249423E0
2.647397662E0,5.737180710E-1,-2.201320887E0,4.569482803E-1,2.320294766E0
2.655423785E0,5.319855213E-1,-2.262596369E0,4.329490662E-1,2.364274903E0
2.663388873E0,4.636340737E-1,-2.322562218E0,3.675708771E-1,2.396739485E0
2.671414996E0,3.356636465E-1,-2.318627357E0,2.655010223E-1,2.357794244E0
2.679410601E0,2.014073133E-1,-2.281590462E0,2.055997849E-1,2.299671979E0
2.687345171E0,1.133141667E-1,-2.195379496E0,1.929779053E-1,2.206755923E0
2.695371294E0,1.134849340E-1,-2.089418411E0,1.417770386E-1,2.097295605E0
2.703336382E0,1.883965731E-1,-1.993157744E0,3.319740295E-2,2.002316941E0
2.711362505E0,2.770766020E-1,-1.916358471E0,-5.844211578E-2,1.937167188E0
2.719327593E0,4.270078540E-1,-1.835147858E0,-2.528190613E-1,1.901057823E0
2.727353716E0,5.369459391E-1,-1.758687258E0,-3.154735565E-1,1.865694342E0
2.735318804E0,5.795777440E-1,-1.708479404E0,-2.727861404E-1,1.824616265E0
2.743314410E0,4.959248304E-1,-1.476397753E0,-3.470325470E-1,1.595657655E0
2.751248980E0,3.648802936E-1,-1.284892559E0,-4.118795395E-1,1.397759376E0
2.759275103E0,2.278327644E-1,-1.104107857E0,-4.109573364E-1,1.199936607E0
2.767240191E0,1.100593209E-1,-9.062275887E-1,-4.576807022E-1,1.021192010E0
2.775235796E0,6.995949149E-2,-7.160520554E-1,-6.214408875E-1,9.506911449E-1
2.783200884E0,6.612506509E-2,-5.442082882E-1,-7.926549911E-1,9.637619624E-1
2.791227007E0,5.751544237E-2,-4.116506577E-1,-8.995056152E-1,9.908958784E-1
2.799222613E0,7.376319170E-2,-3.047037125E-1,-9.843292236E-1,1.033048586E0
2.807218218E0,7.453647256E-2,-2.052183151E-1,-9.749736786E-1,9.991215725E-1
2.815244341E0,6.958514452E-3,-1.149866581E-1,-9.490709305E-1,9.560366016E-1
2.823209429E0,-2.300539613E-2,-6.734538078E-2,-8.612651825E-1,8.642004184E-1
2.831235552E0,-7.491526008E-2,-4.263854027E-2,-7.723531723E-1,7.771484826E-1
2.839231158E0,-1.436098814E-1,-4.592847824E-2,-7.660799026E-1,7.807763062E-1
2.847257281E0,-2.115658671E-1,-1.030135155E-2,-7.600240707E-1,7.889884803E-1
2.855222369E0,-2.525459826E-1,-1.671671867E-2,-7.543153763E-1,7.956447756E-1
2.863217974E0,-3.380424380E-1,-3.530025482E-2,-6.727066040E-1,7.536928904E-1
2.871183062E0,-4.344608784E-1,-1.025164127E-1,-4.479904175E-1,6.324249235E-1
2.879209185E0,-4.906421900E-1,-1.493206024E-1,-2.093725204E-1,5.539523926E-1
2.887174273E0,-4.963271320E-1,-1.766993999E-1,3.384113312E-2,5.279285200E-1
2.895200396E0,-5.074710250E-1,-1.688406467E-1,2.627105713E-1,5.958614348E-1
2.903165484E0,-5.449131727E-1,-1.266114712E-1,3.314266205E-1,6.502341388E-1
2.911191607E0,-6.127179861E-1,-1.051163673E-1,3.716611862E-1,7.242960848E-1
2.919156695E0,-7.110847235E-1,-4.867291451E-2,4.215707779E-1,8.280896433E-1
2.927182818E0,-7.463165522E-1,7.247996330E-2,3.862857819E-1,8.434799620E-1
2.935178423E0,-8.222347498E-1,1.952033043E-1,3.559703827E-1,9.170001238E-1
2.943174029E0,-8.843134642E-1,2.308404446E-1,2.780027390E-1,9.552921734E-1
2.951169634E0,-9.052927494E-1,2.789800167E-1,2.125892639E-1,9.708650818E-1
2.959165240E0,-8.615111113E-1,3.276982307E-1,2.052135468E-1,9.442987478E-1
2.967099810E0,-7.865045071E-1,3.503918648E-1,1.817407608E-1,8.799963083E-1
2.975125933E0,-7.655588984E-1,3.356888294E-1,9.647846222E-2,8.414722282E-1
2.983121539E0,-7.794560194E-1,3.706214428E-1,-6.757831573E-2,8.657244185E-1
2.991117144E0,-7.555329800E-1,4.418189526E-1,-1.933670044E-1,8.963397063E-1
2.999082232E0,-7.163741589E-1,5.235223770E-1,-2.786493301E-1,9.300070236E-1
3.007108355E0,-6.775637865E-1,5.846948624E-1,-3.354110718E-1,9.557517219E-1
3.015073443E0,-6.285169125E-1,6.041488647E-1,-3.589630127E-1,9.428063452E-1
3.023069048E0,-4.893171787E-1,5.845117569E-1,-3.828897476E-1,8.530473927E-1
3.031064654E0,-2.421176732E-1,5.740103722E-1,-3.570070267E-1,7.180270831E-1
3.039060259E0,2.163603455E-1,3.530721664E-1,-1.549386978E-1,4.421286622E-1
3.047086382E0,4.640222490E-1,2.576057911E-1,7.970142365E-2,5.366839928E-1
3.055051470E0,5.506545901E-1,1.611542702E-1,4.049110413E-1,7.022422145E-1
3.063047076E0,4.909859896E-1,5.946683884E-2,7.470960617E-1,8.959665576E-1
3.070981646E0,3.544645905E-1,-1.092886925E-2,1.111620903E0,1.166818588E0
3.079007769E0,2.546160817E-1,4.553723335E-2,1.401147842E0,1.424822187E0
3.086972857E0,2.086598426E-1,3.166480064E-1,1.237621307E0,1.294415463E0
3.094968462E0,1.908462495E-1,5.059583187E-1,8.962211609E-1,1.046722733E0
3.102933550E0,-6.368709356E-2,5.057213306E-1,4.815187454E-1,7.011921365E-1
3.110959673E0,-3.179097772E-1,3.580667973E-1,-1.058826447E-1,4.903973819E-1
3.118955279E0,-4.188297391E-1,1.677970886E-1,-5.512666702E-1,7.123686932E-1
3.126950884E0,-4.362021685E-1,-5.925893784E-2,-6.306877136E-1,7.691234918E-1
3.134977007E0,-4.890077114E-1,-3.379135132E-1,-3.543510437E-1,6.920106548E-1
3.142942095E0,-6.057114601E-1,-5.825016499E-1,3.114643097E-1,8.962168048E-1
3.150968218E0,-7.758126259E-1,-7.229359150E-1,1.049674988E0,1.492092205E0
3.158933306E0,-9.397244453E-1,-7.646753788E-1,1.665780067E0,2.059765448E0
3.166959429E0,-1.064837337E0,-7.666354179E-1,2.125004768E0,2.497449436E0
3.174924517E0,-1.055952430E0,-7.631261349E-1,2.296621323E0,2.640429232E0
3.182950640E0,-9.131271839E-1,-7.283105850E-1,2.118486404E0,2.419136666E0
3.190946246E0,-6.823817492E-1,-6.886374950E-1,1.705549240E0,1.961826868E0
3.198941851E0,-4.727788568E-1,-6.801760197E-1,1.306073189E0,1.546604810E0
3.206876421E0,-3.456488550E-1,-7.203626633E-1,1.039206505E0,1.310856841E0
3.214902544E0,-2.712528110E-1,-7.506513596E-1,8.806266785E-1,1.188511211E0
3.222898150E0,-2.924127877E-1,-7.088398933E-1,7.345600128E-1,1.061855755E0
3.230893755E0,-4.103598893E-1,-6.431694031E-1,5.844106674E-1,9.610400345E-1
3.238889361E0,-6.586533785E-1,-5.540730953E-1,3.560943604E-1,9.314636125E-1
3.246884966E0,-8.867828846E-1,-4.798970222E-1,4.007148743E-2,1.009103939E0
3.254819537E0,-1.027167559E0,-4.603950977E-1,-2.562284470E-1,1.154421871E0
3.262815142E0,-1.059860706E0,-4.486520290E-1,-5.835580826E-1,1.290400479E0
3.270810748E0,-1.002678394E0,-5.000450611E-1,-8.755979538E-1,1.421998876E0
3.278806353E0,-8.217514157E-1,-5.293924809E-1,-1.135787964E0,1.498514627E0
3.286740923E0,-4.275814891E-1,-4.117648602E-1,-1.310259819E0,1.438456472E0
3.294767046E0,-2.410734892E-1,-3.439779282E-1,-1.353594780E0,1.417270641E0
3.302732134E0,-2.579460144E-1,-2.798793316E-1,-1.195530891E0,1.254656407E0
3.310758257E0,-3.511867523E-1,-2.442023754E-1,-1.090251923E0,1.171160190E0
3.318753863E0,-5.107010007E-1,-3.025557995E-1,-1.009568214E0,1.171146235E0
3.326688433E0,-5.933183432E-1,-3.607301712E-1,-9.631671906E-1,1.187368498E0
3.334714556E0,-5.551425219E-1,-4.130439758E-1,-8.913106918E-1,1.128371967E0
3.342679644E0,-5.476385355E-1,-5.160658360E-1,-8.431177139E-1,1.130079374E0
3.350705767E0,-5.835114717E-1,-6.220476627E-1,-9.126148224E-1,1.249117587E0
3.358640337E0,-5.988598466E-1,-6.545963287E-1,-8.801193237E-1,1.249695760E0
3.366666460E0,-7.539672256E-1,-7.149430513E-1,-7.130231857E-1,1.260163564E0
3.374631548E0,-9.083300829E-1,-7.880816460E-1,-3.716335297E-1,1.258669019E0
3.382627154E0,-1.098275781E0,-9.017056227E-1,4.758644104E-2,1.421811236E0
3.390592242E0,-1.113053560E0,-9.777646065E-1,5.450725555E-1,1.578612031E0
3.398618365E0,-1.004939556E0,-1.003959417E0,9.131641388E-1,1.688699727E0
3.406613970E0,-8.837113976E-1,-9.683127403E-1,1.171616554E0,1.758198154E0
3.414579058E0,-7.522557378E-1,-8.863178492E-1,1.249388695E0,1.706581418E0
3.422574664E0,-6.111826301E-1,-8.022936583E-1,1.106507301E0,1.497189944E0
3.430600787E0,-3.533686399E-1,-6.915011406E-1,7.886180878E-1,1.106779884E0
3.438565875E0,-1.182492971E-1,-5.528644323E-1,3.408317566E-1,6.601577562E-1
3.446500445E0,5.149084330E-2,-3.914783001E-1,-2.397937775E-1,4.619606283E-1
3.454526568E0,1.234400272E-1,-2.332282066E-1,-7.623987198E-1,8.067742216E-1
3.462552691E0,1.186492443E-1,-1.114997864E-1,-1.149827003E0,1.161297543E0
3.470517779E0,5.200314522E-2,-1.281571388E-2,-1.382578850E0,1.383615859E0
3.478543902E0,-6.769019365E-2,8.212137222E-2,-1.599006653E0,1.602544276E0
3.486508990E0,-1.262145042E-1,1.479744911E-1,-1.698875904E0,1.709972482E0
3.494504595E0,-1.557990313E-1,1.856217384E-1,-1.687128544E0,1.704444628E0
3.502469683E0,-1.617975831E-1,1.613836288E-1,-1.599513531E0,1.615755758E0
3.510495806E0,-1.714228392E-1,1.450264454E-1,-1.548542023E0,1.564736673E0
3.518460894E0,-1.153273582E-1,1.622645855E-1,-1.474202633E0,1.487583140E0
3.526487017E0,-4.828399420E-2,2.294776440E-1,-1.373978615E0,1.393846680E0
3.534452105E0,4.382151365E-2,3.097023964E-1,-1.314645767E0,1.351343551E0
3.542447710E0,1.792725921E-1,3.758592606E-1,-1.245790482E0,1.313545877E0
3.550382281E0,2.995952666E-1,4.252967834E-1,-1.222485542E0,1.328572760E0
3.558408404E0,4.158845842E-1,4.606549740E-1,-1.194585800E0,1.346179121E0
3.566373492E0,4.749548435E-1,4.658768177E-1,-1.145555496E0,1.324734203E0
3.574369097E0,4.811764956E-1,4.623885155E-1,-1.015535355E0,1.215173245E0
3.582334185E0,4.526836276E-1,4.836459160E-1,-7.872018814E-1,1.028845295E0
3.590360308E0,3.757070303E-1,4.719178677E-1,-5.234537125E-1,7.986651586E-1
3.598355914E0,2.912449837E-1,4.552919865E-1,-3.358726501E-1,6.363370731E-1
3.606351519E0,2.720652819E-1,4.181561470E-1,-2.537822723E-1,5.597137863E-1
3.614347125E0,3.196280599E-1,4.230878353E-1,-2.087020874E-1,5.698438157E-1
3.622342730E0,3.325673342E-1,4.580621719E-1,-2.446489334E-1,6.166644839E-1
3.630368853E0,3.112359643E-1,5.009615421E-1,-3.504924774E-1,6.860577737E-1
3.638333941E0,2.897074521E-1,5.381402969E-1,-4.622612000E-1,7.662968119E-1
3.646360064E0,2.737920880E-1,5.746695995E-1,-6.446266174E-1,9.059529414E-1
3.654325152E0,2.964821160E-1,6.880216599E-1,-8.120260239E-1,1.104835604E0
3.662320757E0,2.817265391E-1,7.510926723E-1,-9.266786575E-1,1.225660385E0
3.670316363E0,3.146722913E-1,8.101844788E-1,-9.505891800E-1,1.288036230E0
3.678281451E0,3.536929488E-1,8.197972775E-1,-9.101467133E-1,1.274964046E0
3.686307574E0,4.239506125E-1,8.201115131E-1,-8.052396774E-1,1.225042021E0
3.694272662E0,4.549390376E-1,8.059401512E-1,-6.190338135E-1,1.113423512E0
3.702268267E0,4.317899048E-1,7.780079842E-1,-4.036664963E-1,9.770801326E-1
3.710202837E0,4.005016387E-1,7.266845703E-1,-2.380867004E-1,8.632249442E-1
3.718228960E0,3.518708646E-1,6.988501549E-1,-1.075458527E-1,7.897915895E-1
3.726194048E0,2.842210531E-1,6.449415684E-1,-1.700592041E-2,7.049967624E-1
3.734220171E0,2.244982719E-1,5.993084908E-1,2.851963043E-2,6.406118251E-1
3.742215777E0,2.130018175E-1,5.663747787E-1,8.359050751E-2,6.108498483E-1
3.750180865E0,2.318054438E-1,4.737415314E-1,1.242504120E-1,5.418514254E-1
3.758206988E0,2.666088343E-1,3.606929779E-1,2.219982147E-1,5.004626881E-1
3.766172076E0,2.024599016E-1,8.771348000E-2,4.041833878E-1,4.604865658E-1
3.774198199E0,1.759791523E-1,-8.884811401E-2,5.792388916E-1,6.118662787E-1
3.782193804E0,1.892857999E-1,-2.062146664E-1,8.447351456E-1,8.899050898E-1
3.790189410E0,2.221598327E-1,-3.088777065E-1,1.147410393E0,1.208846987E0
3.798215533E0,1.100873947E-1,-4.196338654E-1,1.379039764E0,1.445670255E0
3.806211138E0,-1.665361226E-2,-4.831809998E-1,1.608201027E0,1.679300975E0
3.814206744E0,-1.121232137E-1,-5.171313286E-1,1.825945854E0,1.901071984E0
3.822202349E0,-2.258862257E-1,-3.895356655E-1,1.960854530E0,2.011892917E0
3.830228472E0,-2.579378486E-1,-4.836130142E-2,1.621228218E0,1.642331174E0
3.838254595E0,-2.939341962E-1,2.721998692E-1,1.002195358E0,1.079298669E0
3.846250201E0,-3.549016714E-1,3.782277107E-1,3.053922653E-1,6.018935398E-1
3.854245806E0,-2.127568275E-1,2.693390846E-1,-2.340126038E-1,4.154165486E-1
3.862210894E0,1.510739923E-1,5.815958977E-2,-4.887695312E-1,5.148801256E-1
3.870237017E0,4.820208848E-1,-1.987433434E-1,-3.429164886E-1,6.240470880E-1
3.878202105E0,5.669409633E-1,-4.130575657E-1,4.988670349E-3,7.014723767E-1
3.886228228E0,5.404135585E-1,-7.187538147E-1,7.808742523E-1,1.190973744E0
3.894193316E0,4.118888378E-1,-1.046551943E0,1.711123466E0,2.047649116E0
3.902188921E0,6.277701259E-2,-1.386678576E0,2.509078026E0,2.867453743E0
3.910184527E0,-2.389093637E-1,-1.665675998E0,3.056064606E0,3.488708226E0
3.918180132E0,-4.726230800E-1,-1.859942317E0,3.450957298E0,3.948653476E0
3.926206255E0,-6.830676794E-1,-1.969760180E0,3.539544106E0,4.107908117E0
3.934171343E0,-8.669039607E-1,-2.050785542E0,3.383613586E0,4.050442533E0
3.942166949E0,-1.026422739E0,-2.041970730E0,3.041751862E0,3.804660627E0
3.950101519E0,-1.053159356E0,-1.938618422E0,2.420748711E0,3.275272559E0
3.958127642E0,-9.382756948E-1,-1.725560188E0,1.451128006E0,2.442067102E0
3.966092730E0,-8.416973948E-1,-1.491569042E0,4.101238251E-1,1.761088943E0
3.974088335E0,-7.065613866E-1,-1.354830027E0,-5.191106796E-1,1.613774858E0
3.982053423E0,-5.355114341E-1,-1.262987614E0,-1.298955441E0,1.889231443E0
3.990079546E0,-3.756973743E-1,-1.168830395E0,-1.927905083E0,2.285635801E0
3.998075152E0,-2.416220605E-1,-1.039543390E0,-2.306189060E0,2.541168956E0
4.006070757E0,-1.485487819E-1,-9.977011681E-1,-2.482389450E0,2.679502145E0
4.014066363E0,-6.986388564E-2,-1.019862652E0,-2.528153896E0,2.727006218E0
4.022031451E0,-1.161991507E-1,-1.038678169E0,-2.421836853E0,2.637735454E0
4.030057574E0,-1.181065217E-1,-1.073048353E0,-2.053442001E0,2.319915079E0
4.038022662E0,3.571823239E-2,-1.084412575E0,-1.546692848E0,1.889308125E0
4.046048785E0,1.935703456E-1,-1.094524860E0,-1.084976196E0,1.553263498E0
4.054013873E0,3.383699358E-1,-1.098006964E0,-8.256282806E-1,1.414841180E0
4.062009478E0,3.861844838E-1,-1.119664192E0,-7.204341888E-1,1.386294261E0
4.070005083E0,3.842997551E-1,-1.144625902E0,-8.246488571E-1,1.462156112E0
4.078000689E0,3.019187152E-1,-1.212682247E0,-1.026077271E0,1.616968679E0
4.085935259E0,1.277332306E-1,-1.323629856E0,-1.208396435E0,1.796812099E0
4.093961382E0,-1.803001761E-2,-1.412378073E0,-1.250610828E0,1.886574766E0
4.101987505E0,-2.438939512E-1,-1.512330294E0,-1.235135078E0,1.967787041E0
4.109952593E0,-3.700315654E-1,-1.626868963E0,-1.061983109E0,1.977734589E0
4.117978716E0,-4.480330944E-1,-1.760390282E0,-5.637302399E-1,1.901972497E0
4.125943804E0,-5.892646909E-1,-1.880237460E0,-8.719062805E-2,1.972340738E0
4.133969927E0,-6.844210625E-1,-1.885266185E0,2.654380798E-1,2.023145608E0
4.141935015E0,-8.100438714E-1,-1.799414635E0,4.472370148E-1,2.023384553E0
4.149961138E0,-8.954257369E-1,-1.700624943E0,4.707412720E-1,1.978764714E0
4.157987261E0,-9.202861786E-1,-1.574336886E0,3.990707397E-1,1.866740672E0
4.165952349E0,-8.005556464E-1,-1.464820862E0,3.021078110E-1,1.696425250E0
4.173947955E0,-6.694313884E-1,-1.360661030E0,4.357528687E-2,1.517048327E0
4.181913042E0,-5.647968650E-1,-1.256493092E0,-3.719692230E-1,1.426930794E0
4.189939166E0,-4.809684455E-1,-1.141685486E0,-7.270746231E-1,1.436458806E0
4.197934771E0,-5.205682516E-1,-9.841856956E-1,-9.670295715E-1,1.474706405E0
4.205960894E0,-5.192235708E-1,-8.601641655E-1,-1.032174110E0,1.440437053E0
4.213925982E0,-4.935125709E-1,-7.483346462E-1,-9.727544785E-1,1.322804096E0
4.221921587E0,-4.707327187E-1,-6.396846771E-1,-9.657897949E-1,1.250414214E0
4.229917193E0,-4.734926820E-1,-5.345077515E-1,-1.008832932E0,1.235976432E0
4.237912798E0,-4.287856221E-1,-4.327554703E-1,-1.094806671E0,1.252891078E0
4.245908404E0,-3.836507201E-1,-3.722524643E-1,-1.151852608E0,1.269852039E0
4.253904009E0,-3.457046449E-1,-3.189716339E-1,-1.170634270E0,1.261601838E0
4.261869097E0,-2.846876383E-1,-2.884235382E-1,-1.168320656E0,1.236611638E0
4.269895220E0,-2.214017510E-1,-2.349653244E-1,-1.159310341E0,1.203423411E0
4.277860308E0,-1.654103249E-1,-1.790773869E-1,-1.141589165E0,1.167328192E0
4.285886431E0,-1.742799580E-1,-1.353394985E-1,-1.012120247E0,1.035894627E0
4.293851519E0,-1.953388900E-1,-6.827092171E-2,-8.258075714E-1,8.513379738E-1
4.301847125E0,-2.573930621E-1,-5.065941811E-2,-6.110343933E-1,6.649666119E-1
4.309842730E0,-3.335017562E-1,-5.200600624E-2,-4.175729752E-1,5.369313137E-1
4.317807818E0,-3.391638398E-1,-4.541754723E-2,-2.878885269E-1,4.471852723E-1
4.325833941E0,-2.495461106E-1,-1.345300674E-2,-1.519393921E-1,2.924719193E-1
4.333829546E0,-1.733981371E-1,8.055210114E-3,-6.261539459E-2,1.845331623E-1
4.341825152E0,-1.128727794E-1,7.113981247E-2,-4.139709473E-2,1.396955858E-1
4.349759722E0,-4.907709360E-2,1.490783691E-1,-6.672859192E-2,1.705450857E-1
4.357785845E0,4.154056311E-3,2.080457211E-1,-1.313371658E-1,2.460685461E-1
4.365750933E0,5.430287123E-2,2.322976589E-1,-2.044563293E-1,3.141868787E-1
4.373777056E0,7.475078106E-2,2.508158684E-1,-2.406044006E-1,3.555091514E-1
4.381742144E0,1.253865212E-1,2.391750813E-1,-2.188949585E-1,3.476226432E-1
4.389768267E0,1.610943079E-1,1.991822720E-1,-1.088228226E-1,2.783295892E-1
4.397763873E0,1.613499522E-1,1.549708843E-1,7.197189331E-2,2.350100753E-1
4.405759478E0,1.237371564E-1,8.828091621E-2,2.264690399E-1,2.727501239E-1
4.413785601E0,9.506326914E-2,2.141523361E-2,4.217958450E-1,4.329057314E-1
4.421750689E0,2.605485916E-2,-6.755137444E-2,5.192584991E-1,5.242818257E-1
4.429776812E0,-5.857852101E-2,-1.426627636E-1,5.787277222E-1,5.989239381E-1
4.437741900E0,-1.372090578E-1,-1.870176792E-1,6.217050552E-1,6.635654554E-1
4.445768023E0,-1.361135840E-1,-2.195374966E-1,7.606267929E-1,8.032911914E-1
4.453763628E0,-1.121547818E-1,-2.786068916E-1,9.189405441E-1,9.667741302E-1
4.461759234E0,-7.001489401E-2,-3.436317444E-1,9.589900970E-1,1.021100812E0
4.469754839E0,-2.329289913E-2,-4.078843594E-1,9.518671036E-1,1.035839366E0
4.477750445E0,3.583624959E-2,-4.521877766E-1,9.143705368E-1,1.020701475E0
4.485685015E0,1.186761558E-1,-4.715611935E-1,8.751516342E-1,1.001171500E0
4.493711138E0,1.599403918E-1,-4.848875999E-1,7.981910706E-1,9.475261994E-1
4.501676226E0,1.521860361E-1,-5.084292889E-1,7.455606461E-1,9.151620667E-1
4.509671832E0,1.235944033E-1,-5.178151131E-1,7.386350632E-1,9.104887832E-1
4.517697955E0,1.461429000E-1,-3.746283054E-1,7.249212265E-1,8.289842574E-1
4.525663042E0,3.062412143E-1,1.096010208E-1,5.179405212E-1,6.116031791E-1
4.533689166E0,3.777000308E-1,6.613435745E-1,8.322238922E-2,7.661322359E-1
4.541684771E0,7.229918242E-2,7.415997982E-1,-4.697208405E-1,8.808150206E-1
4.549649859E0,-3.466861248E-1,4.207768440E-1,-8.001203537E-1,9.682133040E-1
4.557675982E0,-4.918693304E-1,-3.564596176E-2,-7.655038834E-1,9.106054405E-1
4.565641070E0,-3.602727056E-1,-3.633832932E-1,-5.262918472E-1,7.340483285E-1
4.573667193E0,-1.487674117E-1,-4.494819641E-1,-1.450071335E-1,4.951695140E-1
4.581662798E0,2.992361784E-2,-4.508285522E-1,2.904682159E-1,5.371346115E-1
4.589658404E0,-5.889493227E-2,-4.966769218E-1,7.314453125E-1,8.860975245E-1
4.597654009E0,-1.856448054E-1,-5.970818996E-1,1.216267586E0,1.367580941E0
4.605649615E0,-6.888556480E-2,-7.711822987E-1,1.618609428E0,1.794258577E0
4.613584185E0,3.093427122E-1,-9.754829407E-1,1.973120689E0,2.222715712E0
4.621579791E0,7.316707373E-1,-1.173140407E0,2.366435051E0,2.740732627E0
4.629575396E0,1.046724796E0,-1.303220153E0,2.737562180E0,3.207532113E0
4.637540484E0,1.177113295E0,-1.388797522E0,2.964920998E0,3.479239973E0
4.645566607E0,1.191407681E0,-1.437219858E0,3.161876678E0,3.671854751E0
4.653562212E0,1.024550319E0,-1.460268736E0,3.120911598E0,3.594743015E0
4.661557818E0,7.690213919E-1,-1.479927182E0,2.724942207E0,3.194822123E0
4.669492388E0,5.958533287E-1,-1.449556828E0,2.028793335E0,2.563641664E0
4.677518511E0,4.667064548E-1,-1.398318648E0,1.283318520E0,1.954486219E0
4.685483599E0,4.326749742E-1,-1.320722222E0,5.858612061E-1,1.508226831E0
4.693509722E0,4.442639053E-1,-1.260897160E0,-1.460494995E-1,1.344828064E0
4.701474810E0,4.527831674E-1,-1.199939847E0,-8.125705719E-1,1.518268477E0
4.709500933E0,4.363631904E-1,-1.155874729E0,-1.369399071E0,1.844373346E0
4.717496539E0,4.111036360E-1,-1.112492323E0,-1.855543613E0,2.202200597E0
4.725492144E0,4.027871490E-1,-1.087458372E0,-2.135134697E0,2.429733190E0
4.733518267E0,4.052917063E-1,-1.038662672E0,-2.196100712E0,2.462912879E0
4.741483355E0,3.688983619E-1,-9.564850330E-1,-2.172306538E0,2.402054394E0
4.749417925E0,2.520705462E-1,-9.048826694E-1,-1.987458229E0,2.198258952E0
4.757444048E0,1.137881279E-1,-9.133784771E-1,-1.703615189E0,1.936365846E0
4.765409136E0,6.240069866E-3,-9.621496201E-1,-1.406412601E0,1.704044376E0
4.773374224E0,-4.258161783E-2,-9.902951717E-1,-1.172054291E0,1.534994782E0
4.781369830E0,-2.355903387E-2,-1.008550406E0,-1.014537811E0,1.430739641E0
4.789395953E0,5.688554049E-2,-9.978108406E-1,-9.002685547E-1,1.345119292E0
4.797361041E0,1.220990419E-1,-1.027494669E0,-8.603792191E-1,1.345699027E0
4.805387164E0,2.100535333E-1,-1.051373720E0,-8.424758911E-1,1.363552277E0
