"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.402737525E1,-4.571804404E-2,3.150883913E-1,-9.210071564E-1,9.744870527E-1
1.403537085E1,1.238989830E-2,1.881659031E-2,-2.953691483E-1,2.962271213E-1
1.404336646E1,1.568731368E-1,-3.864732981E-1,6.731767654E-1,7.919202919E-1
1.405139258E1,3.064460754E-1,-7.994881868E-1,1.480277061E0,1.710061618E0
1.405938819E1,2.507961988E-1,-1.151614189E0,2.052768707E0,2.367060063E0
1.406735328E1,1.409381628E-1,-1.338966727E0,2.556511879E0,2.889368175E0
1.407534888E1,-4.339158535E-3,-1.600491762E0,3.157361031E0,3.539847650E0
1.408337500E1,-9.053042531E-2,-1.729778647E0,3.437481880E0,3.849235197E0
1.409134009E1,-8.688527346E-2,-1.735120535E0,3.199581146E0,3.640811974E0
1.409933570E1,-6.443667412E-2,-1.621757507E0,2.471150398E0,2.956490113E0
1.410733130E1,6.748071313E-2,-1.404444695E0,1.603352547E0,2.132547288E0
1.411532691E1,1.974823177E-1,-1.262476921E0,7.900238037E-1,1.502326480E0
1.412329200E1,2.405779660E-1,-1.056575537E0,3.345584869E-2,1.084135101E0
1.413128760E1,2.956445813E-1,-9.440481067E-1,-5.914306641E-1,1.152572244E0
1.413928321E1,3.818358481E-1,-8.722220659E-1,-9.553489685E-1,1.348800059E0
1.414730933E1,4.321140945E-1,-8.315206766E-1,-1.103789330E0,1.447929594E0
1.415530494E1,5.421980023E-1,-8.412901163E-1,-1.045865059E0,1.447612329E0
1.416330054E1,6.733248234E-1,-8.914265633E-1,-9.718103409E-1,1.480683279E0
1.417132666E1,7.628435493E-1,-9.395821691E-1,-8.499641418E-1,1.478913106E0
1.417932227E1,8.112531900E-1,-1.006144047E0,-7.782316208E-1,1.508675590E0
1.418728736E1,7.073851824E-1,-7.687377930E-1,-7.483472824E-1,1.285058460E0
1.419528296E1,6.234445572E-1,-6.104711294E-1,-7.999935150E-1,1.183785344E0
1.420321753E1,5.964657664E-1,-5.233857632E-1,-9.778356552E-1,1.259311969E0
1.421121314E1,6.263964772E-1,-4.664644003E-1,-1.229894638E0,1.456915373E0
1.421917823E1,6.698856354E-1,-3.942583799E-1,-1.589526176E0,1.769401000E0
1.422720435E1,7.919357419E-1,-2.460941672E-1,-1.890524387E0,2.064414449E0
1.423519996E1,9.694969654E-1,-1.531560421E-1,-2.072212219E0,2.292911821E0
1.424319556E1,1.160111189E0,-1.285754442E-1,-2.151640415E0,2.447845194E0
1.425119117E1,1.336869359E0,-1.189156771E-1,-2.090632915E0,2.484372478E0
1.425918677E1,1.483505487E0,-1.429437399E-1,-1.910822868E0,2.423317040E0
1.426718238E1,1.548016548E0,-2.038699389E-1,-1.585783958E0,2.225450280E0
1.427517798E1,1.513303280E0,-3.127141595E-1,-1.120100021E0,1.908533736E0
1.428317359E1,1.289281130E0,-5.102258325E-1,-6.642570496E-1,1.537469889E0
1.429116919E1,1.095646381E0,-6.422815919E-1,-8.874130249E-2,1.273122797E0
1.429916480E1,8.012757897E-1,-8.381481171E-1,4.439496994E-1,1.241622524E0
1.430716041E1,5.410172343E-1,-1.008670926E0,9.579620361E-1,1.492584318E0
1.431512549E1,3.670191169E-1,-1.076180220E0,1.220907211E0,1.668376851E0
1.432315162E1,2.334589362E-1,-1.085032463E0,1.273584366E0,1.689324024E0
1.433114722E1,1.661350131E-1,-1.061157227E0,1.029706955E0,1.487935454E0
1.433914283E1,8.231281489E-2,-9.377986193E-1,5.033702850E-1,1.067531402E0
1.434713843E1,3.614738211E-2,-7.533888221E-1,-1.093559265E-1,7.621417645E-1
1.435513404E1,1.529423520E-2,-4.989315867E-1,-6.051321030E-1,7.844434358E-1
1.436306861E1,6.722966582E-2,-2.668681741E-1,-8.930511475E-1,9.344938749E-1
1.437106421E1,8.256305754E-2,-1.076829433E-1,-1.061643600E0,1.070280061E0
1.437902930E1,1.669393480E-1,-1.952052116E-3,-1.079523087E0,1.092356467E0
1.438705542E1,2.244102657E-1,9.085285664E-2,-1.008916855E0,1.037558398E0
1.439505103E1,2.944518924E-1,1.764934063E-1,-8.472738266E-1,9.141798382E-1
1.440304664E1,3.160874546E-1,2.868111134E-1,-7.859668732E-1,8.943801314E-1
1.441107276E1,3.010947108E-1,4.017896652E-1,-8.464670181E-1,9.841744626E-1
1.441906836E1,2.437905371E-1,5.260294676E-1,-1.031181335E0,1.182994410E0
1.442703345E1,1.785191298E-1,5.999574661E-1,-1.159464836E0,1.317640599E0
1.443502906E1,1.730746031E-1,6.304932833E-1,-1.222315788E0,1.386193524E0
1.444299414E1,2.505729198E-1,6.510970592E-1,-1.253602982E0,1.434654873E0
1.445098975E1,3.560458720E-1,6.602554321E-1,-1.280183792E0,1.483771020E0
1.445895484E1,4.519079626E-1,6.801481247E-1,-1.237483025E0,1.482628245E0
1.446688941E1,5.014036894E-1,6.773359776E-1,-1.178167343E0,1.448539946E0
1.447485450E1,4.676805437E-1,6.972763538E-1,-1.102220535E0,1.385571908E0
1.448281958E1,4.614165425E-1,7.015327215E-1,-1.023990631E0,1.324239479E0
1.449081519E1,3.964951932E-1,6.730049849E-1,-8.668251038E-1,1.166846137E0
1.449881080E1,2.997204661E-1,6.375286579E-1,-6.867694855E-1,9.838330517E-1
1.450680640E1,2.037955970E-1,6.128437519E-1,-5.624990463E-1,8.564550699E-1
1.451480201E1,1.559528559E-1,5.853053331E-1,-3.400821686E-1,6.946650327E-1
1.452276709E1,1.319344789E-1,5.669672489E-1,-2.206306458E-1,6.225242565E-1
1.453076270E1,9.610990435E-2,5.265353918E-1,-1.661634445E-1,5.604345839E-1
1.453875831E1,4.751411080E-2,4.830952883E-1,-1.703557968E-1,5.144509168E-1
1.454678443E1,-1.156052947E-2,4.250742197E-1,-1.885271072E-1,4.651496622E-1
1.455474952E1,-2.788710594E-2,3.602228165E-1,-2.025241852E-1,4.141910354E-1
1.456277564E1,-3.603152931E-2,3.198559284E-1,-2.214508057E-1,3.907000709E-1
1.457074073E1,-2.460303903E-2,2.861700058E-1,-1.970949173E-1,3.483460753E-1
1.457873633E1,-6.862323731E-2,2.426826954E-1,-1.264266968E-1,2.821130075E-1
1.458676246E1,-1.351861805E-1,2.133227587E-1,-3.063774109E-2,2.544023859E-1
1.459475806E1,-2.087964863E-1,2.095962763E-1,5.281734467E-2,3.005266105E-1
1.460275367E1,-2.425105274E-1,1.948044300E-1,8.628749847E-2,3.228090058E-1
1.461071875E1,-2.699710131E-1,1.501152515E-1,6.732177734E-2,3.161505312E-1
1.461874488E1,-2.695243657E-1,1.141957045E-1,3.655052185E-2,2.949914969E-1
1.462674048E1,-1.936673820E-1,8.234667778E-2,1.071929932E-2,2.107200360E-1
1.463473609E1,-7.198350132E-2,1.047847271E-1,-1.494026184E-2,1.280026364E-1
1.464270118E1,3.627762944E-2,1.267356873E-1,-1.415634155E-2,1.325835692E-1
1.465069678E1,8.325792104E-2,1.839334965E-1,1.133918762E-3,2.019026952E-1
1.465869239E1,6.405541301E-2,2.188826799E-1,1.178455353E-2,2.283672464E-1
1.466665748E1,3.877711296E-2,2.170703411E-1,8.007144928E-2,2.345946173E-1
1.467465308E1,4.858356714E-2,1.763627529E-1,1.460886002E-1,2.341069472E-1
1.468267920E1,7.756796479E-2,1.168109179E-1,1.809282303E-1,2.289030454E-1
1.469064429E1,1.215039194E-1,4.362356663E-2,2.347822189E-1,2.679345224E-1
1.469867041E1,1.271521449E-1,-1.174378395E-2,2.941389084E-1,3.206606958E-1
1.470666602E1,1.319405437E-1,-7.638728619E-2,3.611764908E-1,3.920354347E-1
1.471466163E1,1.566458941E-1,-1.478297710E-1,4.123144150E-1,4.651824955E-1
1.472262671E1,1.560559571E-1,-1.948628426E-1,4.825325012E-1,5.432886929E-1
1.473062232E1,1.977592409E-1,-2.415490150E-1,5.933980942E-1,6.705042447E-1
1.473861792E1,1.979796886E-1,-2.927703857E-1,6.467666626E-1,7.370329516E-1
1.474658301E1,2.398897707E-1,-3.370026350E-1,7.839899063E-1,8.864299472E-1
1.475457862E1,2.502883077E-1,-3.724199533E-1,8.878526688E-1,9.947980800E-1
1.476260474E1,1.704224050E-1,-4.132195711E-1,8.601455688E-1,9.693526756E-1
1.477056983E1,8.782814443E-2,-4.329570532E-1,7.654705048E-1,8.838046654E-1
1.477859595E1,-6.305332482E-2,-3.954875469E-1,6.348857880E-1,7.506437806E-1
1.478659156E1,-1.119943857E-1,-1.189179420E-1,3.368473053E-1,3.743665670E-1
1.479458716E1,-7.024463266E-2,3.002274036E-1,-2.983999252E-1,4.290842781E-1
1.480255225E1,-9.050028026E-2,5.129977465E-1,-8.548498154E-1,1.001062034E0
1.481057837E1,-1.307007670E-1,4.463120699E-1,-9.885568619E-1,1.092484244E0
1.481857398E1,-6.111878157E-2,1.803225279E-1,-8.079700470E-1,8.301007869E-1
1.482653907E1,1.840942204E-1,-1.435384750E-1,-3.418512344E-1,4.139519807E-1
1.483450416E1,3.405925632E-1,-4.748779535E-1,3.576002121E-1,6.851206292E-1
1.484243873E1,2.444402575E-1,-7.078802586E-1,1.068575859E0,1.304875422E0
1.485043433E1,2.571240067E-3,-8.272033930E-1,1.542825699E0,1.750595099E0
1.485839942E1,-3.446329534E-1,-9.341156483E-1,1.680390358E0,1.953216750E0
1.486642554E1,-5.519646406E-1,-1.126193285E0,1.833103180E0,2.221090621E0
1.487439063E1,-5.785143971E-1,-1.380092502E0,1.819098473E0,2.355515543E0
1.488241675E1,-4.220344424E-1,-1.641186357E0,1.831911087E0,2.495496736E0
1.489041236E1,-3.138389587E-1,-1.793888927E0,1.916852951E0,2.644022997E0
1.489840796E1,-2.824271917E-1,-1.900406003E0,1.966124535E0,2.748991411E0
1.490640357E1,-4.252656102E-1,-1.888028741E0,1.920117378E0,2.726234420E0
1.491439917E1,-6.683957577E-1,-1.772914767E0,1.606775284E0,2.484291946E0
1.492236426E1,-8.134565353E-1,-1.574472070E0,9.950752258E-1,2.032448902E0
1.493035987E1,-7.618626356E-1,-1.345247388E0,4.058628082E-1,1.598389761E0
1.493832496E1,-7.079673409E-1,-1.212598801E0,-9.894084930E-2,1.407623138E0
1.494635108E1,-6.541936398E-1,-1.136027575E0,-5.695581436E-1,1.429309080E0
1.495434668E1,-4.784016609E-1,-1.034480810E0,-9.163007736E-1,1.462404118E0
1.496234229E1,-3.315750062E-1,-9.433597326E-1,-1.236981392E0,1.590595025E0
1.497033790E1,-3.262048662E-1,-8.820943832E-1,-1.584221840E0,1.842351474E0
1.497833350E1,-4.149678648E-1,-7.937111855E-1,-1.825762749E0,2.033613874E0
1.498632911E1,-5.392894745E-1,-7.013126612E-1,-1.933021545E0,2.125851566E0
1.499432471E1,-6.636377573E-1,-6.595338583E-1,-1.867779732E0,2.089019174E0
1.500228980E1,-7.274722457E-1,-5.818603039E-1,-1.832025051E0,2.055259854E0
1.501028541E1,-7.945607305E-1,-5.592471361E-1,-1.699713230E0,1.957832776E0
1.501828101E1,-8.487990499E-1,-5.657689571E-1,-1.718594551E0,1.998529852E0
1.502624610E1,-8.902102709E-1,-6.138226986E-1,-1.718607426E0,2.030483715E0
1.503424170E1,-9.372950196E-1,-7.206891775E-1,-1.678583622E0,2.053182364E0
1.504220679E1,-9.543077350E-1,-8.061096668E-1,-1.543711662E0,1.985840312E0
1.505020240E1,-9.529259801E-1,-9.582405686E-1,-1.352392197E0,1.911872790E0
1.505819800E1,-8.925077915E-1,-1.143515468E0,-1.109420776E0,1.826201588E0
1.506616309E1,-8.690077066E-1,-1.318687916E0,-8.459386826E-1,1.791570392E0
1.507412818E1,-6.917381287E-1,-1.487088561E0,-4.228811264E-1,1.693742151E0
1.508209327E1,-4.561651349E-1,-1.585708022E0,1.002407074E-1,1.653059213E0
1.509008887E1,-2.549974620E-1,-1.598682761E0,5.991115570E-1,1.726193771E0
1.509802344E1,-1.247510016E-1,-1.524687409E0,9.475088120E-1,1.799446431E0
1.510598853E1,-1.141761243E-2,-1.428137541E0,1.133865356E0,1.823556373E0
1.511395362E1,2.260193229E-2,-1.324891090E0,1.038738251E0,1.683693678E0
1.512188819E1,1.512421072E-1,-1.150742412E0,7.675380707E-1,1.391472947E0
1.512988379E1,1.416231394E-1,-9.670467973E-1,2.793741226E-1,1.016507020E0
1.513787940E1,7.293394208E-2,-7.891741991E-1,-2.249269485E-1,8.238370037E-1
1.514584449E1,-4.247019440E-2,-6.087749004E-1,-5.756063461E-1,8.388881108E-1
1.515384009E1,-8.194062114E-2,-4.744590521E-1,-7.658023834E-1,9.045877226E-1
1.516180518E1,-7.214351743E-2,-3.275309801E-1,-1.018410683E0,1.072213388E0
1.516980079E1,-4.057911783E-2,-1.912155151E-1,-1.249752998E0,1.264947665E0
1.517776587E1,2.903202921E-2,-6.729137897E-2,-1.400086403E0,1.402003183E0
1.518576148E1,1.144102961E-1,2.565002441E-2,-1.503025055E0,1.507591442E0
1.519375708E1,2.215152383E-1,8.306396008E-2,-1.520296097E0,1.538593138E0
1.520175269E1,3.757616580E-1,1.355258226E-1,-1.430233955E0,1.484969104E0
1.520971778E1,4.712084532E-1,1.702805758E-1,-1.225502968E0,1.323967675E0
1.521771338E1,4.547245800E-1,1.751384735E-1,-1.011404037E0,1.122669166E0
1.522567847E1,3.549894989E-1,1.795331240E-1,-7.636775970E-1,8.610767440E-1
1.523364356E1,2.433229685E-1,1.821087599E-1,-5.515022278E-1,6.297018141E-1
1.524163916E1,1.486066580E-1,2.214133739E-1,-4.534921646E-1,5.260826592E-1
1.524960425E1,8.152385056E-2,2.795752287E-1,-4.383230209E-1,5.262466317E-1
1.525759986E1,-1.670044661E-2,3.366768360E-1,-5.250110626E-1,6.239125040E-1
1.526562598E1,-9.234255552E-2,3.501129150E-1,-6.753330231E-1,7.662772950E-1
1.527362159E1,-8.814517409E-2,3.523451090E-1,-8.320569992E-1,9.078741639E-1
1.528161719E1,-6.438012421E-2,3.540312052E-1,-9.426879883E-1,1.009030990E0
1.528961280E1,1.345671713E-2,3.639773130E-1,-1.009900093E0,1.073572897E0
1.529760840E1,9.393280745E-2,3.679387569E-1,-9.655904770E-1,1.037577597E0
1.530560401E1,1.513936520E-1,4.230055809E-1,-8.889760971E-1,9.960583620E-1
1.531359961E1,1.666184813E-1,4.255539179E-1,-7.471818924E-1,8.758645076E-1
1.532162574E1,1.800162941E-1,4.358862638E-1,-5.859451294E-1,7.521531731E-1
1.532959082E1,2.059335113E-1,4.105490446E-1,-4.221200943E-1,6.238144781E-1
1.533758643E1,1.791802198E-1,3.487884998E-1,-3.200464249E-1,5.061508499E-1
1.534561255E1,1.077340394E-1,3.065729141E-1,-2.415037155E-1,4.048674098E-1
1.535360816E1,5.645743012E-2,2.867491245E-1,-1.841945648E-1,3.454564221E-1
1.536160376E1,3.723397851E-2,2.839174271E-1,-1.312274933E-1,3.149859196E-1
1.536959937E1,-7.758215070E-3,2.866897583E-1,-1.258058548E-1,3.131745847E-1
1.537759498E1,-1.807597280E-2,2.599177361E-1,-1.920375824E-1,3.236702077E-1
1.538559058E1,-1.296623051E-2,2.212512493E-1,-2.822237015E-1,3.588460062E-1
1.539358619E1,-4.932284355E-5,1.834902763E-1,-3.318872452E-1,3.792332099E-1
1.540155127E1,3.269085288E-2,1.997041702E-1,-3.483028412E-1,4.028216934E-1
1.540954688E1,8.184805512E-2,2.574505806E-1,-3.217773438E-1,4.201435047E-1
1.541754248E1,9.208433330E-2,3.273038864E-1,-2.641248703E-1,4.305453584E-1
1.542550757E1,1.033177674E-1,3.754465580E-1,-1.848411560E-1,4.310463222E-1
1.543347266E1,7.456482947E-2,3.800942898E-1,-8.865261078E-2,3.973548393E-1
1.544140723E1,6.604191661E-2,3.558008671E-1,3.157997131E-2,3.632534740E-1
1.544940284E1,9.137530625E-2,3.076033592E-1,1.662445068E-1,3.613952258E-1
1.545739844E1,1.013137996E-1,2.213919163E-1,3.080844879E-1,3.926766078E-1
1.546539405E1,1.222917140E-1,1.385707855E-1,4.234209061E-1,4.619982571E-1
1.547338965E1,1.238358617E-1,5.966281891E-2,4.929628372E-1,5.117688262E-1
1.548141578E1,8.300173283E-2,2.306795120E-2,5.980587006E-1,6.042314352E-1
1.548938086E1,-7.041722536E-3,-2.478408813E-2,6.886138916E-1,6.890957325E-1
1.549740699E1,-9.087212384E-2,-9.188961983E-2,7.647991180E-1,7.756411129E-1
1.550540259E1,-1.541347653E-1,-1.789765358E-1,7.932558060E-1,8.276743925E-1
1.551339820E1,-1.798402965E-1,-2.472679615E-1,7.523202896E-1,8.120774564E-1
1.552136329E1,-1.689393371E-1,-3.035377264E-1,8.190994263E-1,8.897187876E-1
1.552935889E1,-1.045055091E-1,-2.719674110E-1,8.309640884E-1,8.805617471E-1
1.553735450E1,-2.922326326E-3,3.319358826E-2,4.553422928E-1,4.565599171E-1
1.554531958E1,1.070721447E-1,3.771331310E-1,-1.591930389E-1,4.231267734E-1
1.555328467E1,1.264777482E-1,5.537958145E-1,-4.743413925E-1,7.400582285E-1
1.556124976E1,1.743961871E-1,4.590077400E-1,-6.561098099E-1,8.195012008E-1
1.556924537E1,3.931346834E-1,2.104268074E-1,-7.457838058E-1,8.689233600E-1
1.557724097E1,6.988735795E-1,-1.075720787E-1,-5.476999283E-1,8.944111156E-1
1.558526709E1,9.211386442E-1,-4.074066877E-1,-9.811115265E-2,1.011979451E0
1.559326270E1,9.194634557E-1,-6.249071360E-1,5.079450607E-1,1.222264358E0
1.560125831E1,4.531964064E-1,-8.889439106E-1,1.482068062E0,1.786654415E0
1.560925391E1,1.644950509E-1,-1.097705007E0,2.250591278E0,2.509417463E0
1.561724952E1,6.501978636E-2,-1.251340508E0,2.986884117E0,3.239067361E0
1.562524512E1,-1.515913010E-2,-1.372416019E0,3.473618507E0,3.734940570E0
1.563324073E1,3.188914061E-2,-1.532868147E0,3.569830894E0,3.885150485E0
1.564120582E1,2.098846436E-2,-1.630268574E0,3.363863945E0,3.738154194E0
1.564920142E1,-7.344818115E-2,-1.613815784E0,2.833785057E0,3.261921791E0
1.565713599E1,-1.463219523E-1,-1.426905632E0,2.010407448E0,2.469657446E0
1.566516211E1,-3.003741503E-1,-1.141836405E0,1.140140533E0,1.641321249E0
1.567312720E1,-5.743004084E-1,-8.914324045E-1,2.655391693E-1,1.093153119E0
1.568115332E1,-7.381035089E-1,-6.843920946E-1,-6.115360260E-1,1.177779963E0
1.568911841E1,-6.168503761E-1,-5.374510288E-1,-1.115741730E0,1.383559757E0
1.569711402E1,-5.122067332E-1,-4.656409025E-1,-1.568295479E0,1.714271827E0
1.570514014E1,-4.373121560E-1,-4.331346750E-1,-1.942756176E0,2.037927655E0
1.571313575E1,-3.540627360E-1,-4.073383808E-1,-2.123200893E0,2.190722943E0
1.572113135E1,-2.373136282E-1,-3.749387264E-1,-2.083520412E0,2.130247431E0
1.572909644E1,-1.930331886E-1,-3.483293056E-1,-1.991214275E0,2.030647534E0
1.573709204E1,-2.553538084E-1,-3.262188435E-1,-1.877048969E0,1.922221926E0
1.574505713E1,-3.180103898E-1,-2.523274422E-1,-1.860435963E0,1.904211574E0
1.575305274E1,-3.124625385E-1,-1.678786278E-1,-1.752117634E0,1.787661118E0
1.576101783E1,-2.425026596E-1,-1.216192245E-1,-1.645310402E0,1.667526640E0
1.576901343E1,-1.593356431E-1,-1.205732822E-1,-1.705307484E0,1.716973901E0
1.577700904E1,1.932722330E-2,-1.820037365E-1,-1.841638565E0,1.850711081E0
1.578500464E1,2.163125277E-1,-2.560386658E-1,-2.011782646E0,2.039513747E0
1.579300025E1,4.084249139E-1,-3.238551617E-1,-2.110964298E0,2.174365044E0
1.580096534E1,5.274947882E-1,-4.455494881E-1,-2.029677391E0,2.143911241E0
1.580896094E1,6.767234802E-1,-6.445766687E-1,-1.823134899E0,2.048720237E0
1.581695655E1,5.889964700E-1,-9.734413624E-1,-1.539200783E0,1.914064779E0
1.582492164E1,4.863018394E-1,-1.238358736E0,-1.026947975E0,1.680667719E0
1.583291724E1,3.428929746E-1,-1.435725212E0,-2.765913010E-1,1.501794002E0
1.584094336E1,8.075937629E-2,-1.611353636E0,5.639915466E-1,1.709113537E0
1.584890845E1,-1.786667109E-1,-1.777745605E0,1.217726707E0,2.162211729E0
1.585690406E1,-5.051244497E-1,-1.933661938E0,1.733266830E0,2.645451399E0
1.586489966E1,-8.102210760E-1,-2.009401798E0,2.053546906E0,2.985164765E0
1.587286475E1,-1.000343800E0,-1.985171437E0,1.932274818E0,2.945382713E0
1.588089087E1,-1.112223744E0,-1.829500914E0,1.356893539E0,2.534812681E0
1.588888648E1,-1.098047733E0,-1.540926456E0,5.810194016E-1,1.979329865E0
1.589688208E1,-9.785711765E-1,-1.254852414E0,-9.422111511E-2,1.594093394E0
1.590484717E1,-9.008629322E-1,-1.054904342E0,-5.784053802E-1,1.502973711E0
1.591284278E1,-7.830625772E-1,-8.822305202E-1,-9.508199692E-1,1.515115938E0
1.592086890E1,-6.455589533E-1,-7.588378191E-1,-1.229927063E0,1.582814512E0
1.592886451E1,-5.994068980E-1,-6.749773026E-1,-1.401923180E0,1.667414642E0
1.593686011E1,-6.206202507E-1,-5.501353741E-1,-1.459386826E0,1.678579260E0
1.594485572E1,-6.553879976E-1,-4.456597567E-1,-1.260725021E0,1.489151982E0
1.595282081E1,-6.786778569E-1,-3.422944546E-1,-8.940038681E-1,1.173461564E0
1.596078589E1,-6.469788551E-1,-3.039419651E-1,-6.366157532E-1,9.572052937E-1
1.596878150E1,-5.975006819E-1,-2.983350754E-1,-5.338058472E-1,8.549617328E-1
1.597674659E1,-5.478535891E-1,-3.425507545E-1,-5.807485580E-1,8.687654817E-1
1.598477271E1,-4.956714809E-1,-3.634415865E-1,-7.753973007E-1,9.894548892E-1
1.599276832E1,-4.476726055E-1,-3.597949743E-1,-1.003122330E0,1.155905530E0
1.600076392E1,-3.938806057E-1,-3.061778545E-1,-1.233154297E0,1.330246718E0
1.600875953E1,-3.528915644E-1,-2.341341972E-1,-1.422870636E0,1.484557889E0
1.601675513E1,-3.100054264E-1,-1.501960754E-1,-1.495807648E0,1.534960177E0
1.602475074E1,-2.694873214E-1,-9.094071388E-2,-1.428432465E0,1.456472772E0
1.603271582E1,-2.288850397E-1,-5.881905556E-2,-1.187200546E0,1.210492949E0
1.604068091E1,-1.786571443E-1,-5.007743835E-2,-8.604412079E-1,8.802188349E-1
1.604867652E1,-1.320074052E-1,-5.431890488E-2,-5.100402832E-1,5.296391120E-1
1.605661109E1,-8.662658185E-2,-5.717539787E-2,-2.505140305E-1,2.711650240E-1
1.606463721E1,-1.113503277E-1,-5.998110771E-2,-8.627605438E-2,1.531018822E-1
1.607263282E1,-1.438688040E-1,-4.479813576E-2,-1.218891144E-2,1.511743209E-1
1.608062842E1,-1.571414173E-1,-4.020738602E-2,-5.219745636E-2,1.703955204E-1
1.608862403E1,-1.431053579E-1,-2.759075165E-2,-1.439599991E-1,2.048532996E-1
1.609661963E1,-9.761552513E-2,-1.083135605E-2,-2.253627777E-1,2.458342747E-1
1.610458472E1,-2.276383899E-2,2.507781982E-2,-2.934713364E-1,2.954192185E-1
1.611254981E1,1.017937623E-2,4.977726936E-2,-3.056087494E-1,3.098033311E-1
1.612048438E1,2.794504166E-2,5.070590973E-2,-3.058128357E-1,3.112450885E-1
1.612847999E1,4.505838454E-2,7.550716400E-2,-2.365722656E-1,2.523846800E-1
1.613644507E1,8.235219121E-2,1.064255238E-1,-1.394348145E-1,1.937791087E-1
1.614447120E1,1.379272938E-1,1.056542397E-1,-5.413818359E-2,1.819826905E-1
1.615246680E1,1.193711311E-1,1.208441257E-1,3.852367401E-2,1.741747488E-1
1.616046241E1,6.764715910E-2,1.091785431E-1,1.193351746E-1,1.753196404E-1
1.616845801E1,7.089374587E-3,1.232891083E-1,1.547842026E-1,1.980116482E-1
1.617645362E1,-6.196297705E-2,1.206495762E-1,2.117805481E-1,2.514890282E-1
1.618444922E1,-1.176779270E-1,9.405064583E-2,2.663850784E-1,3.060304372E-1
1.619244483E1,-1.477815360E-1,2.258825302E-2,3.376064301E-1,3.692258295E-1
1.620044043E1,-1.335979700E-1,-2.727031708E-3,4.661417007E-1,4.849164252E-1
1.620843604E1,-1.021546274E-1,-3.471398354E-2,6.592073441E-1,6.679782564E-1
1.621643164E1,-7.563450187E-2,-4.522228241E-2,8.331375122E-1,8.377850243E-1
1.622442725E1,-1.001348794E-1,-7.835054398E-2,9.881525040E-1,9.962987368E-1
1.623239234E1,-1.115934178E-1,-9.395766258E-2,1.114798546E0,1.124302864E0
1.624035743E1,-1.053974777E-1,-1.312084198E-1,1.220448494E0,1.231997891E0
1.624835303E1,-4.313902929E-2,-1.881682873E-1,1.326750755E0,1.340722136E0
1.625634864E1,3.266834468E-2,-1.984970570E-1,1.326124191E0,1.341295520E0
1.626431372E1,7.080635428E-2,-1.432020664E-1,1.182694435E0,1.193434748E0
1.627227881E1,1.305480003E-1,1.571569443E-1,7.815742493E-1,8.078362412E-1
1.628027442E1,2.499109507E-1,6.411373615E-1,-4.260158539E-2,6.894399863E-1
1.628823951E1,2.179059684E-1,8.313751221E-1,-6.035413742E-1,1.050204644E0
1.629617408E1,1.950791106E-2,6.704642773E-1,-8.089838028E-1,1.050884246E0
1.630420020E1,-6.212101504E-2,2.907013893E-1,-7.793512344E-1,8.341190951E-1
1.631216529E1,-3.319646046E-2,-1.210119724E-1,-5.104560852E-1,5.256532292E-1
1.632019141E1,3.255509213E-2,-3.732701540E-1,7.437038422E-2,3.819965915E-1
1.632818702E1,-2.261953801E-2,-5.148473978E-1,8.490314484E-1,9.931937811E-1
1.633618262E1,-2.178773284E-1,-6.486496925E-1,1.489040375E0,1.638736767E0
1.634417823E1,-5.464954972E-1,-8.563084602E-1,1.822633743E0,2.086603764E0
1.635217383E1,-8.162227869E-1,-1.091762781E0,2.104008675E0,2.506993839E0
1.636013892E1,-6.782353520E-1,-1.346640110E0,2.421997070E0,2.852983103E0
1.636813453E1,-5.138456821E-1,-1.588836432E0,2.599698067E0,3.089800743E0
1.637613013E1,-2.835229337E-1,-1.782186747E0,2.785964966E0,3.319363741E0
1.638409522E1,-5.418284237E-2,-1.869384050E0,2.844791412E0,3.404463348E0
1.639209082E1,9.557370842E-2,-1.847291231E0,2.551431656E0,3.151415987E0
1.640011695E1,1.746446043E-1,-1.713531494E0,1.920273781E0,2.579562427E0
1.640811255E1,1.129223257E-1,-1.507733107E0,1.061283112E0,1.847249960E0
1.641610816E1,2.485883236E-2,-1.346027136E0,2.275571823E-1,1.365353172E0
1.642407325E1,3.892673552E-2,-1.230847239E0,-3.515005112E-1,1.280645473E0
1.643206885E1,5.514180660E-2,-1.107352495E0,-7.625331879E-1,1.345632576E0
1.644006446E1,2.083820552E-1,-9.785709381E-1,-1.149595261E0,1.524005717E0
1.644802954E1,2.493066788E-1,-8.632460833E-1,-1.471330643E0,1.723995789E0
1.645605567E1,2.232477069E-1,-7.324023247E-1,-1.650503635E0,1.819454576E0
1.646405127E1,8.609211445E-2,-7.096138000E-1,-1.795323849E0,1.932395229E0
1.647204688E1,-7.168070972E-2,-6.986721754E-1,-1.813601017E0,1.944846930E0
1.648001197E1,-2.296360731E-1,-6.917761564E-1,-1.784170628E0,1.927317256E0
1.648800757E1,-3.406807780E-1,-6.287597418E-1,-1.778594971E0,1.916977380E0
1.649600318E1,-4.356883764E-1,-6.376889944E-1,-1.826188087E0,1.982784543E0
1.650393775E1,-5.283851624E-1,-6.586934328E-1,-1.922240257E0,2.099541742E0
1.651193335E1,-6.112869978E-1,-6.667681932E-1,-1.988029480E0,2.184150368E0
